,id,Authors,Transform,CorrelationCoefficient,StandardError,Tstatistic,Observations,DegreesofFreedom,NumberofCountries,DependentVariable,Statutory,EATR,EMTR,AverageTaxRate,GenerationType,UniformWeight,GeographicDistanceWeight,SizeWeight,EconomicTiesWeight,OpennessWeight,StackelbergModel,InteractionSpatialLag,SemiElasticity,StandardErrorSemiElasticity,SEYN,OpennessVariableIncluded,CrossSection,IntraNational,CountryFixedEffects,TimeFixedEffects,TimeTrend,StartYear,EndYear,DataEuropeanCountries,DataNonEuropeancountries,DataMixofCountries,IV2SLS,GMM,OLS,OtherEstimator,JournalName,YearofPublication,JournalImpactFactor,ReviewedJournal,Citations,Primary,OldAgePopulation,Unemployment,PartisanPolitics,GovernmentSpending,Size,Prior,Crossauthor
11,2,Davies and Voget 2008,1,0.106,0.086,1.23255814,680,669,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,0,NA,NA,0,1,0,0,1,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
12,2,Davies and Voget 2008,1,0.311,0.219,1.420091324,680,632,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,0,NA,NA,0,1,0,0,1,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
13,2,Davies and Voget 2008,1,0.169,0.172,0.98255814,680,669,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,1,0,0,0,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
14,2,Davies and Voget 2008,1,-0.332,0.077,-4.311688312,680,632,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,1,0,0,0,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
15,2,Davies and Voget 2008,1,0.117,0.128,0.9140625,680,669,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,0,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
16,2,Davies and Voget 2008,1,-0.274,0.087,-3.149425287,680,632,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,0,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
17,2,Davies and Voget 2008,1,0.091,0.136,0.669117647,680,669,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,1,0,0,0,0,0,0,NA,NA,0,1,0,0,0,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
18,2,Davies and Voget 2008,1,-0.277,0.072,-3.847222222,680,632,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,1,0,0,0,0,0,0,NA,NA,0,1,0,0,0,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
19,2,Davies and Voget 2008,1,0.783,0.146,5.363013699,680,667,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,0,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
20,2,Davies and Voget 2008,1,1.196,0.413,2.895883777,680,630,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,0,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
21,2,Davies and Voget 2008,1,0.257,0.112,2.294642857,680,667,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,1,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
22,2,Davies and Voget 2008,1,0.678,0.307,2.208469055,680,630,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,1,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
23,2,Davies and Voget 2008,1,0.805,0.198,4.065656566,516,503,27,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,0,0,1,1980,2005,1,0,0,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
24,2,Davies and Voget 2008,1,1.055,0.686,1.537900875,516,476,27,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,0,0,1,1980,2005,1,0,0,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
25,2,Davies and Voget 2008,1,0.481,0.178,2.702247191,516,503,27,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,1,0,1,1980,2005,1,0,0,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
26,2,Davies and Voget 2008,1,0.796,0.376,2.117021277,516,476,27,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,1,0,1,1980,2005,1,0,0,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
27,2,Davies and Voget 2008,1,2.669,0.538,4.960966543,395,382,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,0,0,1,1995,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
28,2,Davies and Voget 2008,1,3.993,0.783,5.099616858,395,345,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,0,0,1,1995,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
29,2,Davies and Voget 2008,1,0.786,0.473,1.661733615,395,382,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,1,0,1,1995,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
30,2,Davies and Voget 2008,1,1.29,0.684,1.885964912,395,345,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,1,0,1,1995,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
31,2,Davies and Voget 2008,1,0.56,0.16,3.5,680,669,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,0,NA,NA,0,1,0,0,0,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
32,2,Davies and Voget 2008,1,1.012,0.351,2.883190883,680,632,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,0,NA,NA,0,1,0,0,0,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
33,2,Davies and Voget 2008,1,0.083,0.103,0.805825243,680,669,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,0,NA,NA,0,1,0,0,1,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
34,2,Davies and Voget 2008,1,0.141,0.169,0.834319527,680,632,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,0,NA,NA,0,1,0,0,1,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
35,2,Davies and Voget 2008,1,0.749,0.191,3.921465969,680,667,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,0,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
36,2,Davies and Voget 2008,1,1.099,0.309,3.556634304,680,630,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,0,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
37,2,Davies and Voget 2008,1,0.329,0.11,2.990909091,680,667,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,1,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
38,2,Davies and Voget 2008,1,0.323,0.214,1.509345794,680,630,37,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,1,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
39,2,Davies and Voget 2008,1,0.897,0.201,4.462686567,680,667,37,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,0,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
40,2,Davies and Voget 2008,1,1.247,0.521,2.393474088,680,630,37,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,0,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
41,2,Davies and Voget 2008,1,0.219,0.12,1.825,680,667,37,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,1,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
42,2,Davies and Voget 2008,1,0.388,0.232,1.672413793,680,630,37,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,0,1,NA,NA,0,1,0,0,1,0,1,1980,2005,0,0,1,1,0,0,0,Working Paper,2008,0.0001,0,117,1,0,0,0,1,0,0,0
43,3,Altshuler and Goodspeed 2015,1,0.357,0.11,3.245454545,627,602,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,0,0,0,1,0,0,0
44,3,Altshuler and Goodspeed 2015,1,0.299,0.113,2.646017699,627,598,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
45,3,Altshuler and Goodspeed 2015,1,0.086,0.0542,1.586715867,664,635,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
46,3,Altshuler and Goodspeed 2015,1,0.288,0.116,2.482758621,627,597,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
47,3,Altshuler and Goodspeed 2015,1,0.0918,0.0534,1.719101124,627,597,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
48,3,Altshuler and Goodspeed 2015,1,0.291,0.122,2.385245902,627,597,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
49,3,Altshuler and Goodspeed 2015,1,0.302,0.171,1.766081871,590,560,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
50,3,Altshuler and Goodspeed 2015,1,0.054,0.0391,1.381074169,590,560,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
51,3,Altshuler and Goodspeed 2015,1,0.301,0.101,2.98019802,590,560,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
52,3,Altshuler and Goodspeed 2015,1,0.0764,0.0588,1.299319728,590,560,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,1,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
53,3,Altshuler and Goodspeed 2015,1,0.369,0.12,3.075,627,602,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
54,3,Altshuler and Goodspeed 2015,1,0.298,0.127,2.346456693,627,598,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
55,3,Altshuler and Goodspeed 2015,1,0.165,0.0725,2.275862069,664,635,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
56,3,Altshuler and Goodspeed 2015,1,0.31,0.13,2.384615385,627,597,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
57,3,Altshuler and Goodspeed 2015,1,0.0988,0.0533,1.853658537,627,597,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
58,3,Altshuler and Goodspeed 2015,1,0.288,0.135,2.133333333,627,597,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
59,3,Altshuler and Goodspeed 2015,1,0.338,0.184,1.836956522,590,560,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
60,3,Altshuler and Goodspeed 2015,1,0.0487,0.0403,1.208436725,590,560,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
61,3,Altshuler and Goodspeed 2015,1,0.325,0.122,2.663934426,590,560,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
62,3,Altshuler and Goodspeed 2015,1,0.0854,0.0594,1.437710438,590,560,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
63,3,Altshuler and Goodspeed 2015,1,0.262,0.133,1.969924812,627,595,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,1,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
64,3,Altshuler and Goodspeed 2015,1,0.399,0.23,1.734782609,627,595,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
65,3,Altshuler and Goodspeed 2015,1,0.327,0.159,2.056603774,590,558,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,1,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
66,3,Altshuler and Goodspeed 2015,1,0.0466,0.0681,0.684287812,590,558,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
67,3,Altshuler and Goodspeed 2015,1,0.319,0.1,3.19,590,558,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,1,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
68,3,Altshuler and Goodspeed 2015,1,0.0361,0.292,0.123630137,590,558,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
69,3,Altshuler and Goodspeed 2015,1,0.31,0.151,2.052980132,627,595,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,1,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
70,3,Altshuler and Goodspeed 2015,1,0.346,0.242,1.429752066,627,595,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
71,3,Altshuler and Goodspeed 2015,1,0.327,0.179,1.826815642,590,558,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,1,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
72,3,Altshuler and Goodspeed 2015,1,0.0433,0.0693,0.624819625,590,558,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
73,3,Altshuler and Goodspeed 2015,1,0.321,0.127,2.527559055,590,558,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,1,0,0,0,1,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
74,3,Altshuler and Goodspeed 2015,1,-0.193,0.337,-0.572700297,590,558,17,Average corporate tax rate (ATR),0,0,0,1,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,0,0,0,1,0,1,1970,2008,1,0,0,1,0,0,0,Public Finance Review,2015,0.0001,1,232,1,1,1,0,1,0,0,0
75,4,Devereux et al. 2008,1,0.678,0.2712,2.5,378,323,21,Statutory corporate tax rate,1,0,0,0,SecondGeneration,1,0,0,0,0,0,0,NA,NA,0,1,0,0,1,0,1,1982,1999,0,0,1,1,0,0,0,Journal of Public Economics,2008,1.773,1,1020,1,1,0,1,1,0,0,0
76,4,Devereux et al. 2008,1,0.357,0.172463768,2.07,378,323,21,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,1,0,0,1,0,1,1982,1999,0,0,1,1,0,0,0,Journal of Public Economics,2008,1.773,1,1020,1,1,0,1,1,0,0,0
77,4,Devereux et al. 2008,1,0.34,0.178947368,1.9,378,323,21,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,0,1,0,0,NA,NA,0,1,0,0,1,0,1,1982,1999,0,0,1,1,0,0,0,Journal of Public Economics,2008,1.773,1,1020,1,1,0,1,1,0,0,0
78,4,Devereux et al. 2008,1,0.766,0.325957447,2.35,378,323,21,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,1,0,0,0,0,0,0,NA,NA,0,1,0,0,1,0,1,1982,1999,0,0,1,1,0,0,0,Journal of Public Economics,2008,1.773,1,1020,1,1,0,1,1,0,0,0
79,4,Devereux et al. 2008,1,0.703,0.571544715,1.23,378,323,21,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,1,0,0,0,0,NA,NA,0,1,0,0,1,0,1,1982,1999,0,0,1,1,0,0,0,Journal of Public Economics,2008,1.773,1,1020,1,1,0,1,1,0,0,0
80,4,Devereux et al. 2008,1,0.088,0.325925926,0.27,378,323,21,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,0,0,0,1,0,0,NA,NA,0,1,0,0,1,0,1,1982,1999,0,0,1,1,0,0,0,Journal of Public Economics,2008,1.773,1,1020,1,1,0,1,1,0,0,0
81,5,Swank 2006,1,0.1249,0.2206,0.566183137,238,193,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,1,0,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
82,5,Swank 2006,1,0.1438,0.1053,1.365622032,238,193,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
83,5,Swank 2006,1,0.0493,0.1038,0.47495183,238,190,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
